date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,account,daily_gain,posts_per_day,month,growth_rate,index_100,daily_growth_rel
2024-12-13,80040,180,9482,3.362,2680.4,10.2,0.381,13.0,brake_gp,21.0,1.8571428571428572,2024-12,0.02623688155922039,101.56458182648748,0.00026243767105316174
2024-12-14,80049,180,9483,3.489,2781.3,11.4,0.41,12.0,brake_gp,9.0,1.7142857142857142,2024-12,0.011243113592924334,101.57600213179032,0.00011244377811103767
2024-12-15,80050,180,9484,3.485,2777.7,11.8,0.425,11.0,brake_gp,1.0,1.5714285714285714,2024-12,0.0012492192379762648,101.57727105460175,1.2492348436587974e-05
2024-12-16,80064,180,9485,3.523,2808.4,12.0,0.427,10.0,brake_gp,14.0,1.4285714285714286,2024-12,0.017486011191047163,101.59503597396171,0.00017489069331677598
2024-12-17,80062,180,9487,3.535,2817.7,12.1,0.429,10.0,brake_gp,-2.0,1.4285714285714286,2024-12,-0.00249806400039969,101.59249812833886,-2.4980015987163817e-05
2024-12-18,80081,181,9488,3.322,2648.5,11.8,0.446,9.0,brake_gp,19.0,1.2857142857142858,2024-12,0.023725977447834067,101.61660766175594,0.00023731608003796367
2024-12-19,80093,181,9489,3.121,2485.7,14.1,0.567,8.0,brake_gp,12.0,1.1428571428571428,2024-12,0.014982582747555966,101.63183473549304,0.00014984827861797
2024-12-20,80077,181,9490,2.483,1974.4,13.6,0.689,8.0,brake_gp,-16.0,1.1428571428571428,2024-12,-0.01998076851030883,101.61153197051023,-0.0001997677699674405
2024-12-21,80079,181,9490,2.229,1771.4,13.8,0.779,7.0,brake_gp,2.0,1.0,2024-12,0.0024975336854855834,101.61406981613308,2.497596063788521e-05
2024-12-22,80080,181,9490,1.823,1448.3,11.7,0.808,6.0,brake_gp,1.0,0.8571428571428571,2024-12,0.0012487512487512488,101.6153387389445,1.2487668427318965e-05
2024-12-23,80078,181,9492,1.856,1474.0,12.3,0.834,7.0,brake_gp,-2.0,1.0,2024-12,-0.0024975648742476086,101.61280089332165,-2.49750249750047e-05
2024-12-24,80075,181,9494,1.877,1490.6,12.7,0.852,7.0,brake_gp,-3.0,1.0,2024-12,-0.003746487667811427,101.60899412488737,-3.746347311373022e-05
2024-12-25,80087,181,9496,1.818,1444.4,11.3,0.782,8.0,brake_gp,12.0,1.1428571428571428,2024-12,0.014983705220572628,101.62422119862448,0.0001498595067124242
2024-12-26,80075,181,9498,2.065,1643.2,10.7,0.651,9.0,brake_gp,-12.0,1.2857142857142858,2024-12,-0.014985950671245708,101.60899412488737,-0.00014983705220572574
2024-12-27,80077,181,9500,2.022,1609.1,10.3,0.64,10.0,brake_gp,2.0,1.4285714285714286,2024-12,0.0024975960637886037,101.61153197051023,2.4976584451996686e-05
2024-12-28,80101,181,9502,2.086,1659.3,11.7,0.705,12.0,brake_gp,24.0,1.7142857142857142,2024-12,0.029962172756894417,101.64198611798444,0.0002997115276546225
2024-12-29,80119,182,9503,3.002,2390.1,15.3,0.64,13.0,brake_gp,18.0,1.8571428571428572,2024-12,0.02246658096082078,101.6648267285901,0.00022471629567677454
2024-12-30,80127,182,9505,3.663,2918.5,16.5,0.565,13.0,brake_gp,8.0,1.8571428571428572,2024-12,0.009984150161618431,101.6749781110815,9.985147093694025e-05
2024-12-31,80152,182,9507,3.805,3032.6,17.5,0.577,13.0,brake_gp,25.0,1.8571428571428572,2024-12,0.031190737598562727,101.70670118136714,0.0003120046925506603
2025-01-01,80172,182,9509,3.987,3175.1,21.1,0.665,13.0,brake_gp,20.0,1.8571428571428572,2025-01,0.024946365314573667,101.73207963759565,0.0002495259007884165
2025-01-02,80318,182,9511,5.179,4135.8,23.5,0.568,13.0,brake_gp,146.0,1.8571428571428572,2025-01,0.1817774346970791,101.91734236806376,0.0018210846679638237
2025-01-03,80410,182,9513,10.39,8320.9,33.3,0.4,13.0,brake_gp,92.0,1.8571428571428572,2025-01,0.11441363014550428,102.03408326671489,0.0011454468487761549
2025-01-04,80453,181,9515,10.734,8599.7,36.2,0.421,13.0,brake_gp,43.0,1.8571428571428572,2025-01,0.053447354355959376,102.08864694760618,0.0005347593582887278
2025-01-05,80496,182,9517,11.27,9030.0,42.3,0.468,14.0,brake_gp,43.0,2.0,2025-01,0.05341880341880342,102.14321062849747,0.0005344735435595105
2025-01-06,80511,182,9519,12.079,9680.3,44.3,0.458,14.0,brake_gp,15.0,2.0,2025-01,0.01863099452248761,102.16224447066884,0.00018634466308875552
2025-01-07,80557,182,9521,12.347,9905.6,40.5,0.409,14.0,brake_gp,46.0,2.0,2025-01,0.05710242437032164,102.22061491999442,0.0005713504986897266
2025-01-08,80619,184,9523,11.542,9264.2,40.8,0.44,14.0,brake_gp,62.0,2.0,2025-01,0.07690494796511987,102.29928813430278,0.0007696413719477935
2025-01-09,80672,184,9525,5.656,4539.3,23.8,0.524,14.0,brake_gp,53.0,2.0,2025-01,0.0656981356604522,102.36654104330833,0.000657413264863127
2025-01-10,80723,185,9527,5.472,4387.7,29.4,0.67,14.0,brake_gp,51.0,2.0,2025-01,0.06317901961027217,102.43125610669104,0.0006321896072987165
2025-01-11,80763,185,9529,5.862,4706.1,27.9,0.593,14.0,brake_gp,40.0,2.0,2025-01,0.04952763022671272,102.48201301914806,0.0004955217224336117
2025-01-12,80807,185,9531,7.664,6156.3,36.5,0.593,14.0,brake_gp,44.0,2.0,2025-01,0.05445072827849072,102.53784562285075,0.000544803932493787
2025-01-13,80878,185,9533,9.222,7419.8,38.8,0.523,14.0,brake_gp,71.0,2.0,2025-01,0.08778654269393407,102.62793914246195,0.0008786367517665816
2025-01-14,80913,186,9535,10.371,8349.7,41.7,0.499,14.0,brake_gp,35.0,2.0,2025-01,0.04325633705337832,102.67235144086185,0.0004327505625756345
2025-01-15,80993,186,9537,9.914,7990.9,38.8,0.486,14.0,brake_gp,80.0,2.0,2025-01,0.0987739681207018,102.77386526577588,0.0009887162755057854
2025-01-16,81055,186,9540,10.223,8248.4,37.5,0.455,15.0,brake_gp,62.0,2.142857142857143,2025-01,0.0764912713589538,102.85253848008426,0.0007654982529354815
2025-01-17,81124,186,9542,9.778,7898.5,34.0,0.43,15.0,brake_gp,69.0,2.142857142857143,2025-01,0.08505497756520881,102.94009415407261,0.0008512738264141451
2025-01-18,81183,186,9544,7.026,5667.8,36.1,0.637,14.0,brake_gp,59.0,2.0,2025-01,0.07267531379722356,103.0149605999467,0.0007272816922243575
2025-01-19,81242,186,9546,5.69,4588.8,34.1,0.743,14.0,brake_gp,59.0,2.0,2025-01,0.07262253514192167,103.0898270458208,0.0007267531379722136
2025-01-20,81320,187,9548,5.821,4703.1,30.6,0.651,14.0,brake_gp,78.0,2.0,2025-01,0.09591736350221348,103.18880302511198,0.0009600945323846588
2025-01-21,81384,187,9550,6.364,5146.1,33.4,0.649,14.0,brake_gp,64.0,2.0,2025-01,0.07863953602673744,103.27001408504321,0.0007870142646335676
2025-01-22,81535,188,9552,5.964,4832.6,29.9,0.619,14.0,brake_gp,151.0,2.0,2025-01,0.18519654136260502,103.46162142956842,0.0018554015531309087
2025-01-23,81714,188,9554,6.318,5130.3,32.3,0.63,13.0,brake_gp,179.0,1.8571428571428572,2025-01,0.21905670998849644,103.68875861281359,0.0021953762188018366
2025-01-24,81860,188,9556,12.6,10274.8,39.3,0.382,13.0,brake_gp,146.0,1.8571428571428572,2025-01,0.17835328609821646,103.8740213432817,0.00178671953398446
2025-01-25,81934,188,9558,13.579,11101.3,24.3,0.219,14.0,brake_gp,74.0,2.0,2025-01,0.09031659628481462,103.96792163132717,0.0009039824089909221
2025-01-26,82024,188,9560,14.149,11580.4,25.5,0.22,14.0,brake_gp,90.0,2.0,2025-01,0.10972398322442213,104.08212468435545,0.001098445089950495
2025-01-27,82070,188,9562,14.507,11877.6,28.3,0.238,14.0,brake_gp,46.0,2.0,2025-01,0.05604971365907153,104.14049513368101,0.0005608114698136824
2025-01-28,82141,189,9564,14.313,11729.9,27.1,0.231,14.0,brake_gp,71.0,2.0,2025-01,0.08643673683057182,104.23058865329222,0.0008651151456073869
2025-01-29,82211,189,9566,14.649,12014.3,29.0,0.241,14.0,brake_gp,70.0,2.0,2025-01,0.08514675651676783,104.319413250092,0.0008521931800196114
2025-01-30,82262,189,9568,15.79,12956.1,32.8,0.253,14.0,brake_gp,51.0,2.0,2025-01,0.06199703386739929,104.3841283134747,0.0006203549403365205
2025-01-31,82314,189,9571,15.085,12386.4,30.5,0.246,15.0,brake_gp,52.0,2.142857142857143,2025-01,0.06317272881891295,104.4501122996688,0.0006321266198243691
2025-02-01,82399,189,9574,7.004,5745.6,25.5,0.444,16.0,brake_gp,85.0,2.2857142857142856,2025-02,0.10315659170621003,104.55797073863997,0.0010326311441553049
