date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,account,daily_gain,posts_per_day,month,growth_rate
2024-02-06,5224,280,313,29.01,1504.6,10.9,0.724,8.0,overtake,56.0,1.1428571428571428,2024-02,1.0719754977029097
2024-02-07,5256,280,316,22.264,1161.8,8.4,0.723,10.0,overtake,32.0,1.4285714285714286,2024-02,0.60882800608828
2024-02-08,5293,281,316,17.423,916.2,6.0,0.655,12.0,overtake,37.0,1.7142857142857142,2024-02,0.6990364632533534
2024-02-09,5328,281,318,16.774,886.8,6.9,0.778,12.0,overtake,35.0,1.7142857142857142,2024-02,0.6569069069069069
2024-02-10,5358,284,320,24.358,1295.9,9.2,0.71,13.0,overtake,30.0,1.8571428571428572,2024-02,0.5599104143337066
2024-02-11,5474,225,320,22.903,1246.3,7.4,0.594,13.0,overtake,116.0,1.8571428571428572,2024-02,2.1191085129704055
2024-02-12,5539,225,322,26.05,1434.0,8.9,0.621,14.0,overtake,65.0,2.0,2024-02,1.1734970211229463
2024-02-13,5631,228,323,29.307,1640.9,9.4,0.573,10.0,overtake,92.0,1.4285714285714286,2024-02,1.6338128218788848
2024-02-14,5671,228,324,30.127,1699.3,9.2,0.541,8.0,overtake,40.0,1.1428571428571428,2024-02,0.7053429730206313
2024-02-15,5693,229,324,31.595,1788.8,9.9,0.553,6.0,overtake,22.0,0.8571428571428571,2024-02,0.38643948708940806
2024-02-16,5698,230,324,32.548,1844.4,10.2,0.553,7.0,overtake,5.0,1.0,2024-02,0.08775008775008776
2024-02-17,5718,233,325,33.137,1884.5,10.3,0.547,6.0,overtake,20.0,0.8571428571428571,2024-02,0.3497726477789437
2024-02-18,5737,234,326,33.343,1902.5,10.4,0.547,6.0,overtake,19.0,0.8571428571428571,2024-02,0.3311835454070071
2024-02-19,5761,235,328,36.435,2087.7,11.3,0.541,6.0,overtake,24.0,0.8571428571428571,2024-02,0.4165943412601979
2024-02-20,5786,236,329,36.934,2125.8,11.2,0.527,6.0,overtake,25.0,0.8571428571428571,2024-02,0.43207742827514695
2024-02-21,5804,236,331,36.499,2109.1,9.3,0.441,7.0,overtake,18.0,1.0,2024-02,0.31013094417643006
2024-02-22,5815,236,331,27.623,1598.6,7.7,0.482,7.0,overtake,11.0,1.0,2024-02,0.1891659501289768
2024-02-23,5831,236,331,25.766,1494.6,7.8,0.522,7.0,overtake,16.0,1.0,2024-02,0.2743954724747042
2024-02-24,5834,236,332,26.01,1509.6,7.8,0.517,6.0,overtake,3.0,0.8571428571428571,2024-02,0.051422694549194375
2024-02-25,5842,236,332,25.484,1483.3,5.5,0.371,5.0,overtake,8.0,0.7142857142857143,2024-02,0.13693940431359122
2024-02-26,5844,237,332,25.84,1504.4,5.7,0.379,3.0,overtake,2.0,0.42857142857142855,2024-02,0.034223134839151265
2024-02-27,5848,238,332,26.212,1527.2,5.7,0.373,3.0,overtake,4.0,0.42857142857142855,2024-02,0.06839945280437756
2024-02-28,5858,237,333,26.441,1543.1,5.8,0.376,2.0,overtake,10.0,0.2857142857142857,2024-02,0.1707067258449983
2024-02-29,5881,237,333,23.765,1391.6,6.0,0.431,3.0,overtake,23.0,0.42857142857142855,2024-02,0.39108995068865837
2024-03-01,5891,239,334,24.01,1408.4,6.0,0.426,2.0,overtake,10.0,0.2857142857142857,2024-03,0.16975046681378375
2024-03-02,5888,239,334,25.296,1481.2,8.2,0.554,2.0,overtake,-3.0,0.2857142857142857,2024-03,-0.050951086956521736
2024-03-03,5892,240,334,26.079,1528.3,8.3,0.543,3.0,overtake,4.0,0.42857142857142855,2024-03,0.0678886625933469
2024-03-04,5898,240,335,26.636,1562.7,8.3,0.531,4.0,overtake,6.0,0.5714285714285714,2024-03,0.10172939979654119
2024-03-05,5919,240,337,25.562,1505.0,8.0,0.532,4.0,overtake,21.0,0.5714285714285714,2024-03,0.3547896604156108
2024-03-06,5932,240,337,25.062,1479.4,7.3,0.493,5.0,overtake,13.0,0.7142857142857143,2024-03,0.2191503708698584
2024-03-07,5944,242,338,26.104,1541.8,9.8,0.636,5.0,overtake,12.0,0.7142857142857143,2024-03,0.2018842530282638
2024-03-08,6010,244,342,24.012,1433.6,9.5,0.663,8.0,overtake,66.0,1.1428571428571428,2024-03,1.098169717138103
2024-03-09,6172,252,342,24.264,1487.8,9.8,0.659,13.0,overtake,162.0,1.8571428571428572,2024-03,2.624756966947505
2024-03-10,6281,233,350,43.821,2741.2,11.2,0.409,16.0,overtake,109.0,2.2857142857142856,2024-03,1.7353924534309821
2024-03-11,6346,234,351,40.506,2562.2,8.3,0.324,16.0,overtake,65.0,2.2857142857142856,2024-03,1.0242672549637568
2024-03-12,6386,234,352,39.021,2485.0,6.9,0.278,16.0,overtake,40.0,2.2857142857142856,2024-03,0.6263701847792045
2024-03-13,6420,237,353,38.026,2434.4,6.9,0.283,16.0,overtake,34.0,2.2857142857142856,2024-03,0.5295950155763239
2024-03-14,6452,238,355,40.313,2593.4,7.6,0.293,16.0,overtake,32.0,2.2857142857142856,2024-03,0.49597024178549287
2024-03-15,6468,238,355,15.693,1009.3,5.7,0.565,14.0,overtake,16.0,2.0,2024-03,0.24737167594310452
2024-03-16,6482,239,356,17.097,1099.8,8.4,0.764,10.0,overtake,14.0,1.4285714285714286,2024-03,0.21598272138228944
2024-03-17,6500,239,357,16.798,1082.8,9.1,0.84,6.0,overtake,18.0,0.8571428571428571,2024-03,0.2769230769230769
2024-03-18,6516,239,357,18.511,1196.9,9.3,0.777,6.0,overtake,16.0,0.8571428571428571,2024-03,0.24554941682013504
2024-03-19,6526,240,358,18.641,1207.2,9.3,0.77,6.0,overtake,10.0,0.8571428571428571,2024-03,0.15323322096230463
2024-03-20,6535,241,359,19.893,1290.3,9.7,0.752,6.0,overtake,9.0,0.8571428571428571,2024-03,0.13771996939556236
2024-03-21,6542,242,360,19.766,1283.3,9.8,0.764,6.0,overtake,7.0,0.8571428571428571,2024-03,0.10700091715071844
2024-03-22,6593,241,362,21.464,1404.3,10.8,0.769,8.0,overtake,51.0,1.1428571428571428,2024-03,0.7735477021082967
2024-03-23,6649,109,362,21.686,1431.1,10.8,0.755,12.0,overtake,56.0,1.7142857142857142,2024-03,0.84223191457362
2024-03-24,6704,109,373,19.905,1325.6,8.8,0.664,16.0,overtake,55.0,2.2857142857142856,2024-03,0.8204057279236278
2024-03-25,6744,109,373,15.439,1035.5,5.7,0.55,16.0,overtake,40.0,2.2857142857142856,2024-03,0.5931198102016607
2024-03-26,6761,109,374,14.522,974.6,7.2,0.739,16.0,overtake,17.0,2.2857142857142856,2024-03,0.2514420943647389
2024-03-27,6783,109,374,13.232,890.1,7.4,0.831,16.0,overtake,22.0,2.2857142857142856,2024-03,0.3243402624207578
2024-03-28,6811,109,374,13.666,923.3,7.5,0.812,17.0,overtake,28.0,2.4285714285714284,2024-03,0.41109969167523125
2024-03-29,6848,108,374,12.237,827.9,10.1,1.22,15.0,overtake,37.0,2.142857142857143,2024-03,0.540303738317757
2024-03-30,6894,108,379,24.817,1697.9,13.0,0.766,11.0,overtake,46.0,1.5714285714285714,2024-03,0.6672468813460981
2024-03-31,6911,108,379,26.221,1798.7,13.4,0.745,9.0,overtake,17.0,1.2857142857142858,2024-03,0.24598466213283174
2024-04-01,6924,108,379,27.207,1870.3,13.5,0.722,8.0,overtake,13.0,1.1428571428571428,2024-04,0.18775274407856732
2024-04-02,6942,108,379,26.494,1826.4,12.8,0.701,7.0,overtake,18.0,1.0,2024-04,0.25929127052722556
2024-04-03,6962,108,379,27.179,1880.3,11.9,0.633,6.0,overtake,20.0,0.8571428571428571,2024-04,0.2872737719046251
2024-04-04,6984,112,379,27.922,1938.2,11.9,0.614,5.0,overtake,22.0,0.7142857142857143,2024-04,0.3150057273768614
2024-04-05,7016,111,379,28.278,1972.0,12.0,0.609,4.0,overtake,32.0,0.5714285714285714,2024-04,0.45610034207525657
2024-04-06,7034,111,384,29.694,2075.0,13.7,0.66,4.0,overtake,18.0,0.5714285714285714,2024-04,0.25589991470002843
2024-04-07,7048,112,384,31.297,2191.8,14.0,0.639,4.0,overtake,14.0,0.5714285714285714,2024-04,0.19863791146424517
2024-04-08,7062,112,384,30.865,2167.0,12.7,0.586,3.0,overtake,14.0,0.42857142857142855,2024-04,0.19824412347776835
2024-04-09,7068,112,384,32.209,2263.6,12.9,0.57,5.0,overtake,6.0,0.7142857142857143,2024-04,0.08488964346349745
2024-04-10,7084,112,385,19.081,1338.8,12.9,0.964,6.0,overtake,16.0,0.8571428571428571,2024-04,0.2258610954263128
2024-04-11,7092,111,385,19.153,1348.0,10.3,0.764,6.0,overtake,8.0,0.8571428571428571,2024-04,0.1128031584884377
2024-04-12,7097,111,385,21.554,1519.3,10.4,0.685,5.0,overtake,5.0,0.7142857142857143,2024-04,0.07045230379033394
2024-04-13,7111,111,388,22.116,1562.9,9.8,0.627,6.0,overtake,14.0,0.8571428571428571,2024-04,0.19687807621994094
2024-04-14,7144,110,388,21.624,1538.0,6.8,0.442,10.0,overtake,33.0,1.4285714285714286,2024-04,0.46192609182530797
2024-04-15,7163,110,393,22.597,1610.9,7.7,0.478,13.0,overtake,19.0,1.8571428571428572,2024-04,0.2652519893899204
2024-04-16,7184,110,393,17.965,1285.3,5.3,0.412,12.0,overtake,21.0,1.7142857142857142,2024-04,0.2923162583518931
2024-04-17,7210,110,393,15.501,1114.4,3.2,0.287,12.0,overtake,26.0,1.7142857142857142,2024-04,0.36061026352288483
2024-04-18,7252,141,393,19.793,1429.6,5.8,0.406,12.0,overtake,42.0,1.7142857142857142,2024-04,0.5791505791505791
2024-04-19,7303,141,393,19.999,1453.9,6.6,0.454,13.0,overtake,51.0,1.8571428571428572,2024-04,0.6983431466520608
2024-04-20,7362,141,405,27.429,2010.5,8.8,0.438,12.0,overtake,59.0,1.7142857142857142,2024-04,0.8014126596033686
2024-04-21,7397,141,405,32.39,2385.9,10.0,0.419,9.0,overtake,35.0,1.2857142857142858,2024-04,0.47316479653913746
2024-04-22,7429,141,405,34.587,2558.8,10.7,0.418,7.0,overtake,32.0,1.0,2024-04,0.43074438013191546
2024-04-23,7453,141,408,36.385,2700.7,11.1,0.411,7.0,overtake,24.0,1.0,2024-04,0.3220179793371797
2024-04-24,7484,141,408,37.177,2770.8,11.5,0.415,7.0,overtake,31.0,1.0,2024-04,0.41421699625868513
2024-04-25,7505,141,408,39.226,2932.1,11.8,0.402,7.0,overtake,21.0,1.0,2024-04,0.2798134576948701
2024-04-26,7532,141,408,42.39,3180.0,12.8,0.403,8.0,overtake,27.0,1.1428571428571428,2024-04,0.35847052575677113
2024-04-27,7589,142,417,43.773,3309.1,12.8,0.387,12.0,overtake,57.0,1.7142857142857142,2024-04,0.7510870997496376
2024-04-28,7726,142,417,26.482,2037.6,8.4,0.412,14.0,overtake,137.0,2.0,2024-04,1.773233238415739
2024-04-29,7860,144,417,21.571,1687.8,7.7,0.456,15.0,overtake,134.0,2.142857142857143,2024-04,1.7048346055979644
2024-04-30,7914,144,417,29.428,2320.5,8.4,0.362,15.0,overtake,54.0,2.142857142857143,2024-04,0.6823351023502654
2024-05-01,7946,144,417,25.52,2019.4,8.4,0.416,14.0,overtake,32.0,2.0,2024-05,0.4027183488547697
2024-05-02,7961,144,417,27.524,2182.2,9.0,0.412,13.0,overtake,15.0,1.8571428571428572,2024-05,0.18841854038437383
2024-05-03,7974,144,423,28.994,2302.7,9.3,0.404,11.0,overtake,13.0,1.5714285714285714,2024-05,0.16302984700275897
2024-05-04,7982,144,423,29.281,2327.8,9.4,0.404,6.0,overtake,8.0,0.8571428571428571,2024-05,0.10022550739163118
2024-05-05,8029,144,423,29.469,2356.7,9.4,0.399,5.0,overtake,47.0,0.7142857142857143,2024-05,0.5853780047328435
2024-05-06,8057,144,423,32.673,2615.8,16.7,0.638,4.0,overtake,28.0,0.5714285714285714,2024-05,0.3475238922675934
2024-05-07,8085,146,428,34.477,2767.2,20.3,0.734,5.0,overtake,28.0,0.7142857142857143,2024-05,0.3463203463203463
2024-05-08,8123,146,428,35.679,2878.0,20.2,0.702,6.0,overtake,38.0,0.8571428571428571,2024-05,0.46780746029791953
2024-05-09,8138,146,428,39.264,3173.1,22.2,0.7,7.0,overtake,15.0,1.0,2024-05,0.18432047186040795
2024-05-10,8174,146,428,41.031,3330.3,23.6,0.709,9.0,overtake,36.0,1.2857142857142858,2024-05,0.4404208465867384
2024-05-11,8212,147,434,30.443,2479.4,20.6,0.831,14.0,overtake,38.0,2.0,2024-05,0.4627374573794447
2024-05-12,8305,151,434,23.402,1924.2,19.3,1.003,16.0,overtake,93.0,2.2857142857142856,2024-05,1.119807344972908
2024-05-13,8406,152,434,29.084,2435.7,9.1,0.374,17.0,overtake,101.0,2.4285714285714284,2024-05,1.2015227218653344
2024-05-14,8454,152,444,28.769,2423.4,8.7,0.359,16.0,overtake,48.0,2.2857142857142856,2024-05,0.5677785663591199
2024-05-15,8490,153,444,27.608,2335.8,8.1,0.347,16.0,overtake,36.0,2.2857142857142856,2024-05,0.4240282685512367
2024-05-16,8552,153,444,32.905,2804.1,9.9,0.353,16.0,overtake,62.0,2.2857142857142856,2024-05,0.7249766136576239
2024-05-17,8640,153,444,36.398,3133.3,11.5,0.367,15.0,overtake,88.0,2.142857142857143,2024-05,1.0185185185185186
2024-05-18,8703,153,447,39.629,3435.1,13.8,0.402,11.0,overtake,63.0,1.5714285714285714,2024-05,0.7238883143743536
2024-05-19,8743,153,447,41.473,3607.6,18.4,0.51,8.0,overtake,40.0,1.1428571428571428,2024-05,0.45750886423424453
2024-05-20,8773,153,447,41.518,3623.5,18.9,0.522,7.0,overtake,30.0,1.0,2024-05,0.34195828108970705
2024-05-21,8801,153,447,41.868,3665.5,19.3,0.527,7.0,overtake,28.0,1.0,2024-05,0.3181456652653108
2024-05-22,8831,153,451,31.035,2721.9,18.8,0.691,6.0,overtake,30.0,0.8571428571428571,2024-05,0.33971237685426336
2024-05-23,8872,154,451,30.823,2716.3,18.3,0.674,6.0,overtake,41.0,0.8571428571428571,2024-05,0.4621280432822362
2024-05-24,8904,155,451,31.91,2822.9,18.4,0.652,5.0,overtake,32.0,0.7142857142857143,2024-05,0.3593890386343217
2024-05-25,8917,155,451,32.706,2897.0,19.4,0.67,4.0,overtake,13.0,0.5714285714285714,2024-05,0.1457889424694404
2024-05-26,8971,155,451,34.305,3057.7,19.8,0.648,4.0,overtake,54.0,0.5714285714285714,2024-05,0.6019395831011035
2024-05-27,9028,155,451,35.047,3144.0,20.0,0.636,4.0,overtake,57.0,0.5714285714285714,2024-05,0.6313690739920248
2024-05-28,9082,155,454,36.252,3272.1,20.3,0.62,3.0,overtake,54.0,0.42857142857142855,2024-05,0.5945826910372164
2024-05-29,9115,155,454,32.291,2923.3,20.0,0.684,4.0,overtake,33.0,0.5714285714285714,2024-05,0.3620405924300603
2024-05-30,9144,155,454,32.919,2989.8,20.3,0.679,4.0,overtake,29.0,0.5714285714285714,2024-05,0.31714785651793526
2024-05-31,9309,153,458,31.424,2904.5,20.8,0.716,8.0,overtake,165.0,1.1428571428571428,2024-05,1.7724782468578795
2024-06-01,9462,153,458,22.904,2140.6,26.6,1.243,11.0,overtake,153.0,1.5714285714285714,2024-06,1.6169942929613188
2024-06-02,9568,153,463,22.628,2142.3,22.7,1.06,11.0,overtake,106.0,1.5714285714285714,2024-06,1.1078595317725752
2024-06-03,9684,156,463,21.991,2105.8,23.8,1.13,12.0,overtake,116.0,1.7142857142857142,2024-06,1.197852127220157
2024-06-04,10395,157,463,22.216,2282.6,26.8,1.174,14.0,overtake,711.0,2.0,2024-06,6.8398268398268405
2024-06-05,10702,157,463,49.918,5280.6,61.6,1.167,16.0,overtake,307.0,2.2857142857142856,2024-06,2.868622687348159
2024-06-06,10831,157,463,57.061,6112.9,67.4,1.103,15.0,overtake,129.0,2.142857142857143,2024-06,1.1910257593943312
2024-06-07,10870,157,463,53.724,5785.0,54.8,0.947,11.0,overtake,39.0,1.5714285714285714,2024-06,0.35878564857405704
2024-06-08,10897,158,472,55.093,5948.3,55.2,0.928,9.0,overtake,27.0,1.2857142857142858,2024-06,0.24777461686702765
2024-06-09,10953,159,472,56.769,6162.6,55.3,0.897,9.0,overtake,56.0,1.2857142857142858,2024-06,0.5112754496484981
2024-06-10,11012,160,474,58.627,6397.9,58.1,0.908,7.0,overtake,59.0,1.0,2024-06,0.535779150018162
2024-06-11,11068,160,475,60.726,6661.9,59.2,0.889,6.0,overtake,56.0,0.8571428571428571,2024-06,0.5059631369714492
2024-06-12,11094,160,476,56.119,6167.0,58.8,0.953,4.0,overtake,26.0,0.5714285714285714,2024-06,0.23436091581034796
2024-06-13,11184,160,479,56.553,6266.2,58.7,0.937,7.0,overtake,90.0,1.0,2024-06,0.8047210300429184
2024-06-14,11297,160,479,59.427,6655.0,58.5,0.879,7.0,overtake,113.0,1.0,2024-06,1.0002655572275825
2024-06-15,11346,159,479,43.169,4859.8,38.2,0.786,6.0,overtake,49.0,0.8571428571428571,2024-06,0.4318702626476292
2024-06-16,11382,159,479,44.118,4982.7,38.8,0.779,5.0,overtake,36.0,0.7142857142857143,2024-06,0.316288877174486
2024-06-17,11411,159,479,45.044,5100.8,39.2,0.769,5.0,overtake,29.0,0.7142857142857143,2024-06,0.25414074138988696
2024-06-18,11434,159,480,45.736,5189.8,39.6,0.763,5.0,overtake,23.0,0.7142857142857143,2024-06,0.20115445163547316
2024-06-19,11456,159,480,46.305,5264.5,40.2,0.764,4.0,overtake,22.0,0.5714285714285714,2024-06,0.19203910614525138
2024-06-20,11483,159,480,40.491,4608.7,40.9,0.887,1.0,overtake,27.0,0.14285714285714285,2024-06,0.2351301924584168
2024-06-21,11520,161,481,41.762,4768.8,42.2,0.885,2.0,overtake,37.0,0.2857142857142857,2024-06,0.3211805555555555
2024-06-22,11568,161,482,42.615,4886.4,43.3,0.886,3.0,overtake,48.0,0.42857142857142855,2024-06,0.4149377593360996
2024-06-23,11622,161,482,40.36,4644.1,46.5,1.001,3.0,overtake,54.0,0.42857142857142855,2024-06,0.46463603510583373
2024-06-24,11657,161,483,41.21,4753.8,50.1,1.054,4.0,overtake,35.0,0.5714285714285714,2024-06,0.3002487775585485
2024-06-25,11727,162,484,41.742,4844.3,50.8,1.049,4.0,overtake,70.0,0.5714285714285714,2024-06,0.5969131065063529
2024-06-26,11774,161,486,48.173,5619.8,52.1,0.927,6.0,overtake,47.0,0.8571428571428571,2024-06,0.39918464413113636
2024-06-27,11829,161,489,49.16,5762.6,52.5,0.911,9.0,overtake,55.0,1.2857142857142858,2024-06,0.464958999070082
2024-06-28,11935,163,493,44.056,5209.8,48.3,0.927,12.0,overtake,106.0,1.7142857142857142,2024-06,0.8881441139505656
2024-06-29,12082,163,495,46.057,5512.8,51.8,0.94,13.0,overtake,147.0,1.8571428571428572,2024-06,1.2166859791425262
2024-06-30,12146,163,498,32.218,3892.3,20.9,0.537,16.0,overtake,64.0,2.2857142857142856,2024-06,0.5269224436028322
2024-07-01,12197,164,500,24.035,2914.2,17.3,0.594,17.0,overtake,51.0,2.4285714285714284,2024-07,0.41813560711650405
2024-07-02,12238,164,501,21.502,2617.3,14.1,0.539,17.0,overtake,41.0,2.4285714285714284,2024-07,0.3350220624285014
2024-07-03,12283,164,503,21.799,2663.9,13.7,0.514,17.0,overtake,45.0,2.4285714285714284,2024-07,0.36636000976960026
2024-07-04,12312,163,504,21.263,2607.9,10.0,0.383,15.0,overtake,29.0,2.142857142857143,2024-07,0.2355425601039636
2024-07-05,12344,162,507,19.156,2355.8,8.8,0.374,14.0,overtake,32.0,2.0,2024-07,0.2592352559948153
2024-07-06,12371,162,510,18.908,2329.8,9.3,0.399,15.0,overtake,27.0,2.142857142857143,2024-07,0.21825236440061435
2024-07-07,12423,162,513,18.124,2242.3,9.3,0.415,15.0,overtake,52.0,2.142857142857143,2024-07,0.4185784432101746
2024-07-08,12473,162,516,18.178,2257.8,9.5,0.421,16.0,overtake,50.0,2.2857142857142856,2024-07,0.40086587027980436
2024-07-09,12515,163,517,18.166,2257.6,15.9,0.704,16.0,overtake,42.0,2.2857142857142856,2024-07,0.33559728326008786
2024-07-10,12538,162,518,20.338,2528.8,21.2,0.838,15.0,overtake,23.0,2.142857142857143,2024-07,0.1834423353006859
2024-07-11,12568,162,518,21.657,2698.8,23.1,0.856,14.0,overtake,30.0,2.0,2024-07,0.23870146403564607
2024-07-12,12581,162,519,22.985,2865.0,26.8,0.935,12.0,overtake,13.0,1.7142857142857142,2024-07,0.10333041888562118
2024-07-13,12596,163,519,23.454,2927.5,26.8,0.915,9.0,overtake,15.0,1.2857142857142858,2024-07,0.11908542394410924
2024-07-14,12611,163,519,24.291,3035.7,27.6,0.909,6.0,overtake,15.0,0.8571428571428571,2024-07,0.11894377924034573
2024-07-15,12611,163,519,24.674,3083.8,27.8,0.901,3.0,overtake,0.0,0.42857142857142855,2024-07,0.0
2024-07-16,12619,164,520,25.019,3129.1,28.0,0.895,3.0,overtake,8.0,0.42857142857142855,2024-07,0.06339646564704018
2024-07-17,12626,164,521,25.34,3171.4,28.0,0.883,3.0,overtake,7.0,0.42857142857142855,2024-07,0.055441153175986066
2024-07-18,12641,164,521,25.932,3250.4,27.7,0.852,3.0,overtake,15.0,0.42857142857142855,2024-07,0.11866149829918518
2024-07-19,12644,164,521,26.67,3342.3,29.8,0.892,2.0,overtake,3.0,0.2857142857142857,2024-07,0.02372666877570389
2024-07-20,12654,164,521,27.018,3388.9,30.0,0.885,2.0,overtake,10.0,0.2857142857142857,2024-07,0.0790263948158685
2024-07-21,12658,164,521,27.316,3427.7,30.0,0.875,2.0,overtake,4.0,0.2857142857142857,2024-07,0.03160056881023859
2024-07-22,12659,164,521,27.49,3449.9,30.1,0.872,2.0,overtake,1.0,0.2857142857142857,2024-07,0.007899518129394106
2024-07-23,12664,164,521,27.747,3483.6,30.3,0.87,1.0,overtake,5.0,0.14285714285714285,2024-07,0.039481996209728365
2024-07-24,12675,164,522,28.231,3547.3,31.0,0.874,1.0,overtake,11.0,0.14285714285714285,2024-07,0.08678500986193294
2024-07-25,12675,165,523,28.759,3613.7,31.5,0.872,2.0,overtake,0.0,0.2857142857142857,2024-07,0.0
2024-07-26,12688,165,524,27.101,3406.4,32.2,0.945,3.0,overtake,13.0,0.42857142857142855,2024-07,0.10245901639344263
2024-07-27,12685,165,524,26.002,3261.6,36.8,1.128,3.0,overtake,-3.0,0.42857142857142855,2024-07,-0.023649980291683092
2024-07-28,12686,165,524,25.128,3151.3,36.4,1.155,3.0,overtake,1.0,0.42857142857142855,2024-07,0.007882705344474224
2024-07-29,12688,165,525,25.245,3166.7,36.4,1.149,4.0,overtake,2.0,0.5714285714285714,2024-07,0.015762925598991173
2024-07-30,12686,165,526,25.354,3179.9,36.5,1.148,5.0,overtake,-2.0,0.7142857142857143,2024-07,-0.015765410688948447
2024-07-31,12684,165,527,13.374,1672.5,23.8,1.423,5.0,overtake,-2.0,0.7142857142857143,2024-07,-0.015767896562598548
2024-08-01,12682,165,529,13.488,1686.4,24.2,1.435,6.0,overtake,-2.0,0.8571428571428571,2024-08,-0.015770383220312253
2024-08-02,12675,165,533,11.698,1460.7,22.0,1.506,9.0,overtake,-7.0,1.2857142857142858,2024-08,-0.055226824457593686
2024-08-03,12681,166,536,10.222,1278.3,17.9,1.4,12.0,overtake,6.0,1.7142857142857142,2024-08,0.04731488052992666
2024-08-04,12677,168,538,7.088,884.2,14.4,1.629,14.0,overtake,-4.0,2.0,2024-08,-0.03155320659462018
2024-08-05,12682,169,538,7.934,998.2,8.0,0.801,13.0,overtake,5.0,1.8571428571428572,2024-08,0.039425958050780634
2024-08-06,12702,169,539,8.181,1028.7,10.5,1.021,13.0,overtake,20.0,1.8571428571428572,2024-08,0.1574555188159345
2024-08-07,12708,170,540,9.979,1255.9,12.2,0.971,13.0,overtake,6.0,1.8571428571428572,2024-08,0.047214353163361665
2024-08-08,12713,170,541,10.382,1307.6,12.3,0.941,12.0,overtake,5.0,1.7142857142857142,2024-08,0.039329819869425
2024-08-09,12715,170,541,10.337,1301.7,12.6,0.968,9.0,overtake,2.0,1.2857142857142858,2024-08,0.015729453401494297
2024-08-10,12712,170,541,10.54,1327.1,12.7,0.957,5.0,overtake,-3.0,0.7142857142857143,2024-08,-0.023599748269351795
2024-08-11,12710,170,541,10.741,1352.5,12.7,0.939,3.0,overtake,-2.0,0.42857142857142855,2024-08,-0.015735641227380016
2024-08-12,12709,170,542,10.859,1367.3,12.8,0.936,4.0,overtake,-1.0,0.5714285714285714,2024-08,-0.007868439688409789
2024-08-13,12710,170,542,11.024,1388.3,12.8,0.922,3.0,overtake,1.0,0.42857142857142855,2024-08,0.007867820613690008
2024-08-14,12713,170,543,10.911,1376.3,10.8,0.785,3.0,overtake,3.0,0.42857142857142855,2024-08,0.023597891921654998
2024-08-15,12718,168,545,11.063,1396.1,10.9,0.781,4.0,overtake,5.0,0.5714285714285714,2024-08,0.03931435760339676
2024-08-16,12723,168,547,10.286,1298.5,10.2,0.786,6.0,overtake,5.0,0.8571428571428571,2024-08,0.039298907490371765
2024-08-17,12728,167,550,10.555,1333.2,10.2,0.765,9.0,overtake,5.0,1.2857142857142858,2024-08,0.03928346951602766
2024-08-18,12730,168,553,10.868,1372.7,10.8,0.787,12.0,overtake,2.0,1.7142857142857142,2024-08,0.015710919088766692
2024-08-19,12782,168,555,7.845,994.0,8.8,0.885,13.0,overtake,52.0,1.8571428571428572,2024-08,0.40682209356908156
2024-08-20,12853,168,556,6.034,767.8,7.8,1.016,14.0,overtake,71.0,2.0,2024-08,0.5524002178479732
2024-08-21,12868,168,557,6.485,823.8,10.7,1.299,14.0,overtake,15.0,2.0,2024-08,0.11656823127137084
2024-08-22,12877,167,558,6.425,815.4,12.0,1.472,13.0,overtake,9.0,1.8571428571428572,2024-08,0.06989205560301312
2024-08-23,12889,171,559,7.113,903.3,13.5,1.495,12.0,overtake,12.0,1.7142857142857142,2024-08,0.0931026456668477
2024-08-24,12887,170,559,7.031,892.8,13.3,1.49,9.0,overtake,-2.0,1.2857142857142858,2024-08,-0.015519515791107316
2024-08-25,12890,170,559,7.355,933.8,14.3,1.531,6.0,overtake,3.0,0.8571428571428571,2024-08,0.02327385570209465
2024-08-26,12893,170,559,7.559,960.0,14.6,1.521,4.0,overtake,3.0,0.5714285714285714,2024-08,0.02326844023888932
2024-08-27,12899,171,559,7.726,981.8,14.8,1.507,3.0,overtake,6.0,0.42857142857142855,2024-08,0.04651523373904954
2024-08-28,12900,171,559,7.85,997.3,15.3,1.534,2.0,overtake,1.0,0.2857142857142857,2024-08,0.007751937984496125
2024-08-29,12901,171,559,7.999,1016.6,15.3,1.505,1.0,overtake,1.0,0.14285714285714285,2024-08,0.007751337105650725
2024-08-30,12913,171,559,8.176,1040.5,15.3,1.47,0.0,overtake,12.0,0.0,2024-08,0.09292960582358863
2024-08-31,12947,171,560,8.672,1106.9,15.8,1.427,1.0,overtake,34.0,0.14285714285714285,2024-08,0.26260909863288795
2024-09-01,12975,171,561,9.265,1187.0,15.1,1.272,2.0,overtake,28.0,0.2857142857142857,2024-09,0.2157996146435453
2024-09-02,12985,171,561,11.996,1540.8,16.9,1.097,2.0,overtake,10.0,0.2857142857142857,2024-09,0.07701193685021178
2024-09-03,12982,171,561,13.285,1706.9,17.8,1.043,2.0,overtake,-3.0,0.2857142857142857,2024-09,-0.023108920043136652
2024-09-04,12984,171,562,13.515,1736.8,18.0,1.036,3.0,overtake,2.0,0.42857142857142855,2024-09,0.015403573629081948
2024-09-05,12995,171,563,13.661,1757.3,18.0,1.024,4.0,overtake,11.0,0.5714285714285714,2024-09,0.08464794151596769
